,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
1098,13517,EMAMILTD-EQ,EMAMILTD,,-1.0,1,,NSE,5.0
1103,8477,XELPMOC-EQ,XELPMOC,,-1.0,1,,NSE,5.0
1104,5049,CLEAN-EQ,CLEAN,,-1.0,1,,NSE,5.0
1110,21614,ABCAPITAL-EQ,ABCAPITAL,,-1.0,1,,NSE,5.0
1122,6643,SJS-EQ,SJS,,-1.0,1,,NSE,5.0
1123,3001,ICICI500-EQ,ICICI500,,-1.0,1,,NSE,1.0
1126,15409,NESCO-EQ,NESCO,,-1.0,1,,NSE,5.0
1131,13821,RUCHIRA-EQ,RUCHIRA,,-1.0,1,,NSE,5.0
1132,14334,HSCL-EQ,HSCL,,-1.0,1,,NSE,5.0
1134,17945,SUVENPHAR-EQ,SUVENPHAR,,-1.0,1,,NSE,5.0
1137,13735,GLOBALVECT-EQ,GLOBALVECT,,-1.0,1,,NSE,5.0
1150,11979,HTMEDIA-EQ,HTMEDIA,,-1.0,1,,NSE,5.0
1152,11287,UPL-EQ,UPL,,-1.0,1,,NSE,5.0
1163,6462,TECH-EQ,TECH,,-1.0,1,,NSE,1.0
1168,619,CENTENKA-EQ,CENTENKA,,-1.0,1,,NSE,5.0
1171,2909,RICOAUTO-EQ,RICOAUTO,,-1.0,1,,NSE,5.0
1185,11543,COFORGE-EQ,COFORGE,,-1.0,1,,NSE,5.0
1188,13844,MMFL-EQ,MMFL,,-1.0,1,,NSE,5.0
1192,2043,RAMCOCEM-EQ,RAMCOCEM,,-1.0,1,,NSE,5.0
1197,1467,AKZOINDIA-EQ,AKZOINDIA,,-1.0,1,,NSE,5.0
1201,5751,SANSERA-EQ,SANSERA,,-1.0,1,,NSE,5.0
1203,203,ASHAPURMIN-EQ,ASHAPURMIN,,-1.0,1,,NSE,5.0
1207,920,EQUITASBNK-BL,EQUITASBNK,,-1.0,1,,NSE,5.0
1209,937,ELGIEQUIP-EQ,ELGIEQUIP,,-1.0,1,,NSE,5.0
1210,18102,KOTAKNIFTY-EQ,KOTAKNIFTY,,-1.0,1,,NSE,1.0
1213,3530,AXISBPSETF-EQ,AXISBPSETF,,-1.0,1,,NSE,1.0
1232,8632,KOTAKLOVOL-EQ,KOTAKLOVOL,,-1.0,1,,NSE,1.0
1238,928,ELECTCAST-EQ,ELECTCAST,,-1.0,1,,NSE,5.0
1244,11480,KRIDHANINF-EQ,KRIDHANINF,,-1.0,1,,NSE,5.0
1245,20852,ZEELEARN-EQ,ZEELEARN,,-1.0,1,,NSE,5.0
1250,3432,TATACONSUM-EQ,TATACONSUM,,-1.0,1,,NSE,5.0
1253,11032,SANGINITA-EQ,SANGINITA,,-1.0,1,,NSE,5.0
1254,628,CESC-EQ,CESC,,-1.0,1,,NSE,5.0
1255,18226,MANINFRA-EQ,MANINFRA,,-1.0,1,,NSE,5.0
1257,22433,HBANKETF-EQ,HBANKETF,,-1.0,1,,NSE,1.0
1260,15259,RPOWER-EQ,RPOWER,,-1.0,1,,NSE,5.0
1261,471,BINDALAGRO-EQ,BINDALAGRO,,-1.0,1,,NSE,5.0
1262,2475,ONGC-EQ,ONGC,,-1.0,1,,NSE,5.0
1264,184,TCPLPACK-EQ,TCPLPACK,,-1.0,1,,NSE,5.0
1267,13528,GMRINFRA-EQ,GMRINFRA,,-1.0,1,,NSE,5.0
1271,10738,OFSS-EQ,OFSS,,-1.0,1,,NSE,5.0
1282,7862,GEPIL-EQ,GEPIL,,-1.0,1,,NSE,5.0
1291,11852,SURYALAXMI-EQ,SURYALAXMI,,-1.0,1,,NSE,5.0
1298,12978,NPBET-EQ,NPBET,,-1.0,1,,NSE,1.0
1299,5373,DEVYANI-EQ,DEVYANI,,-1.0,1,,NSE,5.0
1304,5186,STYLAMIND-EQ,STYLAMIND,,-1.0,1,,NSE,5.0
1310,10768,OAL-EQ,OAL,,-1.0,1,,NSE,5.0
1312,17527,MAHASTEEL-EQ,MAHASTEEL,,-1.0,1,,NSE,5.0
1315,5610,ASTRAZEN-EQ,ASTRAZEN,,-1.0,1,,NSE,5.0
1316,701,HEMIPROP-EQ,HEMIPROP,,-1.0,1,,NSE,5.0
1336,17770,GROBTEA-EQ,GROBTEA,,-1.0,1,,NSE,5.0
1342,1289,GFLLIMITED-EQ,GFLLIMITED,,-1.0,1,,NSE,5.0
1350,11275,TVTODAY-EQ,TVTODAY,,-1.0,1,,NSE,5.0
1351,715,CLNINDIA-EQ,CLNINDIA,,-1.0,1,,NSE,5.0
1352,1964,TRENT-EQ,TRENT,,-1.0,1,,NSE,5.0
1355,6600,GENUSPAPER-EQ,GENUSPAPER,,-1.0,1,,NSE,5.0
1363,4172,TCNSBRANDS-EQ,TCNSBRANDS,,-1.0,1,,NSE,5.0
1369,20825,HUDCO-EQ,HUDCO,,-1.0,1,,NSE,5.0
1381,29733,NIBL-EQ,NIBL,,-1.0,1,,NSE,5.0
1392,18866,MAZDA-EQ,MAZDA,,-1.0,1,,NSE,5.0
1394,16639,KIRIINDUS-EQ,KIRIINDUS,,-1.0,1,,NSE,5.0
1398,14761,NELCAST-EQ,NELCAST,,-1.0,1,,NSE,5.0
1399,11602,INDSWFTLTD-EQ,INDSWFTLTD,,-1.0,1,,NSE,5.0
1400,4299,STERTOOLS-EQ,STERTOOLS,,-1.0,1,,NSE,5.0
1401,3127,BARBEQUE-EQ,BARBEQUE,,-1.0,1,,NSE,5.0
1406,2442,NOCIL-EQ,NOCIL,,-1.0,1,,NSE,5.0
1413,10511,UTINIFTETF-EQ,UTINIFTETF,,-1.0,1,,NSE,1.0
1430,3339,SUNDARMFIN-EQ,SUNDARMFIN,,-1.0,1,,NSE,5.0
1432,14068,SAGCEM-EQ,SAGCEM,,-1.0,1,,NSE,5.0
1435,11782,EVEREADY-EQ,EVEREADY,,-1.0,1,,NSE,5.0
1437,3329,ISGEC-EQ,ISGEC,,-1.0,1,,NSE,5.0
1443,11165,COFFEEDAY-EQ,COFFEEDAY,,-1.0,1,,NSE,5.0
1446,14418,ASTRAL-EQ,ASTRAL,,-1.0,1,,NSE,5.0
1447,7508,ZENTEC-EQ,ZENTEC,,-1.0,1,,NSE,5.0
1448,11359,DHANBANK-EQ,DHANBANK,,-1.0,1,,NSE,5.0
1450,10217,ADANITRANS-EQ,ADANITRANS,,-1.0,1,,NSE,5.0
1452,14732,DLF-EQ,DLF,,-1.0,1,,NSE,5.0
1457,17691,VIJIFIN-EQ,VIJIFIN,,-1.0,1,,NSE,5.0
1462,513,BOMDYEING-EQ,BOMDYEING,,-1.0,1,,NSE,5.0
1464,15414,TWL-EQ,TWL,,-1.0,1,,NSE,5.0
1466,13776,GESHIP-EQ,GESHIP,,-1.0,1,,NSE,5.0
1467,14435,JKTYRE-EQ,JKTYRE,,-1.0,1,,NSE,5.0
1470,1053,UFLEX-EQ,UFLEX,,-1.0,1,,NSE,5.0
1487,15234,AMBIKCO-EQ,AMBIKCO,,-1.0,1,,NSE,5.0
1492,13560,GRINDWELL-EQ,GRINDWELL,,-1.0,1,,NSE,5.0
1495,4747,INDNIPPON-EQ,INDNIPPON,,-1.0,1,,NSE,5.0
1499,25718,POLYMED-EQ,POLYMED,,-1.0,1,,NSE,5.0
1500,21733,RHFL-EQ,RHFL,,-1.0,1,,NSE,5.0
1501,7211,JETFREIGHT-EQ,JETFREIGHT,,-1.0,1,,NSE,5.0
1503,15194,BURNPUR-EQ,BURNPUR,,-1.0,1,,NSE,5.0
1505,3772,WILLAMAGOR-EQ,WILLAMAGOR,,-1.0,1,,NSE,5.0
1509,6232,3IINFOLTD-EQ,3IINFOLTD,,-1.0,1,,NSE,5.0
1520,11841,KENNAMET-EQ,KENNAMET,,-1.0,1,,NSE,5.0
1521,17477,CONTROLPR-EQ,CONTROLPR,,-1.0,1,,NSE,5.0
1522,220,IEX-EQ,IEX,,-1.0,1,,NSE,5.0
1533,166,ANDHRAPAP-EQ,ANDHRAPAP,,-1.0,1,,NSE,5.0
1534,11195,INDIGO-EQ,INDIGO,,-1.0,1,,NSE,5.0
1536,31138,COMPUSOFT-EQ,COMPUSOFT,,-1.0,1,,NSE,5.0
1539,5732,AXISCETF-EQ,AXISCETF,,-1.0,1,,NSE,1.0
1546,18321,LGBBROSLTD-EQ,LGBBROSLTD,,-1.0,1,,NSE,5.0
1547,1997,LICHSGFIN-EQ,LICHSGFIN,,-1.0,1,,NSE,5.0
1550,8054,KTKBANK-EQ,KTKBANK,,-1.0,1,,NSE,5.0
1554,3586,MOKSH-EQ,MOKSH,,-1.0,1,,NSE,5.0
1558,2598,AMJLAND-EQ,AMJLAND,,-1.0,1,,NSE,5.0
1561,2616,SEAMECLTD-EQ,SEAMECLTD,,-1.0,1,,NSE,5.0
1563,11236,JSL-EQ,JSL,,-1.0,1,,NSE,5.0
1565,5306,ICICIFMCG-EQ,ICICIFMCG,,-1.0,1,,NSE,1.0
1577,25482,TIJARIA-EQ,TIJARIA,,-1.0,1,,NSE,5.0
1580,3150,SIEMENS-EQ,SIEMENS,,-1.0,1,,NSE,5.0
1584,781,DALMIASUG-EQ,DALMIASUG,,-1.0,1,,NSE,5.0
1587,9581,METROPOLIS-EQ,METROPOLIS,,-1.0,1,,NSE,5.0
1589,27297,RTNINDIA-EQ,RTNINDIA,,-1.0,1,,NSE,5.0
1596,5378,ASAHIINDIA-EQ,ASAHIINDIA,,-1.0,1,,NSE,5.0
1597,20092,TASTYBITE-EQ,TASTYBITE,,-1.0,1,,NSE,5.0
1606,4,21STCENMGM-EQ,21STCENMGM,,-1.0,1,,NSE,5.0
1608,14977,POWERGRID-EQ,POWERGRID,,-1.0,1,,NSE,5.0
1610,7929,ZYDUSLIFE-EQ,ZYDUSLIFE,,-1.0,1,,NSE,5.0
1615,20302,PRESTIGE-EQ,PRESTIGE,,-1.0,1,,NSE,5.0
1623,2859,RAYMOND-EQ,RAYMOND,,-1.0,1,,NSE,5.0
1626,18154,HATHWAY-EQ,HATHWAY,,-1.0,1,,NSE,5.0
1627,20110,GREENPOWER-EQ,GREENPOWER,,-1.0,1,,NSE,5.0
1630,1512,INDHOTEL-EQ,INDHOTEL,,-1.0,1,,NSE,5.0
1636,5114,SGIL-EQ,SGIL,,-1.0,1,,NSE,5.0
1641,20760,RPPINFRA-EQ,RPPINFRA,,-1.0,1,,NSE,5.0
1643,2277,MRF-EQ,MRF,,-1.0,1,,NSE,5.0
1645,3396,TAINWALCHM-EQ,TAINWALCHM,,-1.0,1,,NSE,5.0
1648,4410,JAGSNPHARM-EQ,JAGSNPHARM,,-1.0,1,,NSE,5.0
1650,3482,CLSEL-EQ,CLSEL,,-1.0,1,,NSE,5.0
1653,14889,ASIANTILES-EQ,ASIANTILES,,-1.0,1,,NSE,5.0
1660,17818,LTI-EQ,LTI,,-1.0,1,,NSE,5.0
1664,19438,AHLEAST-EQ,AHLEAST,,-1.0,1,,NSE,5.0
1665,13441,BALPHARMA-EQ,BALPHARMA,,-1.0,1,,NSE,5.0
1666,11265,TVSELECT-EQ,TVSELECT,,-1.0,1,,NSE,5.0
1669,1336,HEG-EQ,HEG,,-1.0,1,,NSE,5.0
1670,193,ARVIND-EQ,ARVIND,,-1.0,1,,NSE,5.0
1672,3703,VIPIND-EQ,VIPIND,,-1.0,1,,NSE,5.0
1674,6718,SAPPHIRE-EQ,SAPPHIRE,,-1.0,1,,NSE,5.0
1679,11149,SHRENIK-EQ,SHRENIK,,-1.0,1,,NSE,5.0
1682,7074,MAHKTECH-EQ,MAHKTECH,,-1.0,1,,NSE,1.0
1685,17152,ICICIM150-EQ,ICICIM150,,-1.0,1,,NSE,1.0
1688,21113,BFINVEST-EQ,BFINVEST,,-1.0,1,,NSE,5.0
1690,11439,BANKBEES-EQ,BANKBEES,,-1.0,1,,NSE,1.0
1693,10666,PNB-EQ,PNB,,-1.0,1,,NSE,5.0
1694,2085,MAHSCOOTER-EQ,MAHSCOOTER,,-1.0,1,,NSE,5.0
1709,4843,SNOWMAN-EQ,SNOWMAN,,-1.0,1,,NSE,5.0
1717,5507,SERVOTECH-EQ,SERVOTECH,,-1.0,1,,NSE,5.0
1720,17468,MAXVIL-EQ,MAXVIL,,-1.0,1,,NSE,5.0
1724,15362,VGUARD-EQ,VGUARD,,-1.0,1,,NSE,5.0
1725,104,SHAREINDIA-EQ,SHAREINDIA,,-1.0,1,,NSE,5.0
1729,5426,NUVOCO-EQ,NUVOCO,,-1.0,1,,NSE,5.0
1731,7196,BBETF0432-EQ,BBETF0432,,-1.0,1,,NSE,1.0
1742,4693,SHYAMMETL-EQ,SHYAMMETL,,-1.0,1,,NSE,5.0
1746,10276,KAYA-EQ,KAYA,,-1.0,1,,NSE,5.0
1747,11058,SECURKLOUD-EQ,SECURKLOUD,,-1.0,1,,NSE,5.0
1754,6858,DHRUV-EQ,DHRUV,,-1.0,1,,NSE,5.0
1757,11625,EBANK-EQ,EBANK,,-1.0,1,,NSE,1.0
1759,1270,AMBUJACEM-EQ,AMBUJACEM,,-1.0,1,,NSE,5.0
1760,25640,IDBIGOLD-EQ,IDBIGOLD,,-1.0,1,,NSE,5.0
1765,8413,MAM150ETF-EQ,MAM150ETF,,-1.0,1,,NSE,1.0
1768,10557,NAVKARCORP-EQ,NAVKARCORP,,-1.0,1,,NSE,5.0
1772,4911,MADRASFERT-EQ,MADRASFERT,,-1.0,1,,NSE,5.0
1776,881,DRREDDY-EQ,DRREDDY,,-1.0,1,,NSE,5.0
1783,11593,HDFCSENETF-EQ,HDFCSENETF,,-1.0,1,,NSE,1.0
1784,11394,ZOTA-EQ,ZOTA,,-1.0,1,,NSE,5.0
1790,19073,AARVI-EQ,AARVI,,-1.0,1,,NSE,5.0
1800,11596,LINCOLN-EQ,LINCOLN,,-1.0,1,,NSE,5.0
1802,936,DPABHUSHAN-EQ,DPABHUSHAN,,-1.0,1,,NSE,5.0
1803,10940,DIVISLAB-EQ,DIVISLAB,,-1.0,1,,NSE,5.0
1804,8311,BLUESTARCO-EQ,BLUESTARCO,,-1.0,1,,NSE,5.0
1806,10300,RAMASTEEL-EQ,RAMASTEEL,,-1.0,1,,NSE,5.0
1813,19184,SFL-EQ,SFL,,-1.0,1,,NSE,5.0
1814,19271,DFMFOODS-EQ,DFMFOODS,,-1.0,1,,NSE,5.0
1825,3570,UCALFUEL-EQ,UCALFUEL,,-1.0,1,,NSE,5.0
1826,16852,EQUITAS-EQ,EQUITAS,,-1.0,1,,NSE,5.0
1829,24538,MAITHANALL-EQ,MAITHANALL,,-1.0,1,,NSE,5.0
1833,4204,MOTHERSON-EQ,MOTHERSON,,-1.0,1,,NSE,5.0
1839,9937,IBMFNIFTY-EQ,IBMFNIFTY,,-1.0,1,,NSE,1.0
1843,2939,RUBYMILLS-EQ,RUBYMILLS,,-1.0,1,,NSE,5.0
1846,11082,LIBAS-EQ,LIBAS,,-1.0,1,,NSE,5.0
1851,526,BPCL-EQ,BPCL,,-1.0,1,,NSE,5.0
1852,30089,ORIENTCEM-EQ,ORIENTCEM,,-1.0,1,,NSE,5.0
1856,23650,MUTHOOTFIN-EQ,MUTHOOTFIN,,-1.0,1,,NSE,5.0
1865,11773,VISHAL-EQ,VISHAL,,-1.0,1,,NSE,5.0
1870,19322,HISARMETAL-EQ,HISARMETAL,,-1.0,1,,NSE,5.0
1875,17333,MHRIL-EQ,MHRIL,,-1.0,1,,NSE,5.0
1882,13688,GATI-EQ,GATI,,-1.0,1,,NSE,5.0
1884,13756,SHIVAMAUTO-EQ,SHIVAMAUTO,,-1.0,1,,NSE,5.0
1887,1621,TATAINVEST-EQ,TATAINVEST,,-1.0,1,,NSE,5.0
1892,8132,BLBLIMITED-EQ,BLBLIMITED,,-1.0,1,,NSE,5.0
1893,385,MAHLOG-EQ,MAHLOG,,-1.0,1,,NSE,5.0
1900,13162,CELEBRITY-EQ,CELEBRITY,,-1.0,1,,NSE,5.0
1906,1073,FOSECOIND-EQ,FOSECOIND,,-1.0,1,,NSE,5.0
1914,10661,PONNIERODE-EQ,PONNIERODE,,-1.0,1,,NSE,5.0
1916,11739,SHRIRAMCIT-EQ,SHRIRAMCIT,,-1.0,1,,NSE,5.0
1920,17603,MAHEPC-EQ,MAHEPC,,-1.0,1,,NSE,5.0
1924,16253,EBBETF0430-EQ,EBBETF0430,,-1.0,1,,NSE,1.0
1927,10999,MARUTI-EQ,MARUTI,,-1.0,1,,NSE,5.0
1932,5407,CARTRADE-EQ,CARTRADE,,-1.0,1,,NSE,5.0
1935,21423,MOM100-EQ,MOM100,,-1.0,1,,NSE,1.0
1940,9288,KRITIKA-EQ,KRITIKA,,-1.0,1,,NSE,5.0
1941,480,BIRLACORPN-EQ,BIRLACORPN,,-1.0,1,,NSE,5.0
1944,1515,INDIACEM-EQ,INDIACEM,,-1.0,1,,NSE,5.0
1952,5622,ITDCEM-EQ,ITDCEM,,-1.0,1,,NSE,5.0
1955,6545,NYKAA-EQ,NYKAA,,-1.0,1,,NSE,5.0
1956,7,AARTIIND-EQ,AARTIIND,,-1.0,1,,NSE,5.0
1958,8529,GMRP&UI-EQ,GMRP&UI,,-1.0,1,,NSE,5.0
1962,10925,GODREJIND-EQ,GODREJIND,,-1.0,1,,NSE,5.0
1964,3906,CAPLIPOINT-EQ,CAPLIPOINT,,-1.0,1,,NSE,5.0
1968,2385,NAVNETEDUL-EQ,NAVNETEDUL,,-1.0,1,,NSE,5.0
1972,9116,INDOAMIN-EQ,INDOAMIN,,-1.0,1,,NSE,5.0
1975,14771,TARMAT-EQ,TARMAT,,-1.0,1,,NSE,5.0
1978,8083,CROWN-EQ,CROWN,,-1.0,1,,NSE,5.0
1982,140,SRPL-EQ,SRPL,,-1.0,1,,NSE,5.0
1985,13890,HIRECT-EQ,HIRECT,,-1.0,1,,NSE,5.0
1988,8735,PROPEQUITY-SM,PROPEQUITY,,-1.0,1200,,NSE,5.0
1990,3987,GREENPLY-EQ,GREENPLY,,-1.0,1,,NSE,5.0
1996,8585,NLCINDIA-EQ,NLCINDIA,,-1.0,1,,NSE,5.0
2001,3426,TATAPOWER-EQ,TATAPOWER,,-1.0,1,,NSE,5.0
2003,11778,GOKEX-EQ,GOKEX,,-1.0,1,,NSE,5.0
2008,23804,BSLGOLDETF-EQ,BSLGOLDETF,,-1.0,1,,NSE,1.0
2010,13598,SELAN-EQ,SELAN,,-1.0,1,,NSE,5.0
2013,2711,PRECOT-EQ,PRECOT,,-1.0,1,,NSE,5.0
2015,15360,NAHARCAP-EQ,NAHARCAP,,-1.0,1,,NSE,5.0
2019,11293,UNIENTER-EQ,UNIENTER,,-1.0,1,,NSE,5.0
2022,6062,LICNETFGSC-EQ,LICNETFGSC,,-1.0,1,,NSE,1.0
2025,19036,PODDARMENT-EQ,PODDARMENT,,-1.0,1,,NSE,5.0
2027,6673,FOODSIN-EQ,FOODSIN,,-1.0,1,,NSE,5.0
2032,7254,MEDPLUS-EQ,MEDPLUS,,-1.0,1,,NSE,5.0
2036,14485,THEMISMED-EQ,THEMISMED,,-1.0,1,,NSE,5.0
2046,395,BEML-EQ,BEML,,-1.0,1,,NSE,5.0
2064,6216,CAMLINFINE-EQ,CAMLINFINE,,-1.0,1,,NSE,5.0
2066,7982,GRWRHITECH-EQ,GRWRHITECH,,-1.0,1,,NSE,5.0
2068,16657,ANIKINDS-EQ,ANIKINDS,,-1.0,1,,NSE,5.0
2069,11794,SAKSOFT-EQ,SAKSOFT,,-1.0,1,,NSE,5.0
2070,4529,ICICINXT50-EQ,ICICINXT50,,-1.0,1,,NSE,1.0
2074,19104,ROLLT-EQ,ROLLT,,-1.0,1,,NSE,5.0
2076,25574,SHAKTIPUMP-EQ,SHAKTIPUMP,,-1.0,1,,NSE,5.0
2092,11065,NATHBIOGEN-EQ,NATHBIOGEN,,-1.0,1,,NSE,5.0
2093,8954,TTML-EQ,TTML,,-1.0,1,,NSE,5.0
2097,342,CAMS-EQ,CAMS,,-1.0,1,,NSE,5.0
2098,255,NIRAJ-EQ,NIRAJ,,-1.0,1,,NSE,5.0
2099,14111,NETWORK18-EQ,NETWORK18,,-1.0,1,,NSE,5.0
2104,1190,FMGOETZE-EQ,FMGOETZE,,-1.0,1,,NSE,5.0
2111,8510,GATEWAY-EQ,GATEWAY,,-1.0,1,,NSE,5.0
2114,4920,HINDCON-EQ,HINDCON,,-1.0,1,,NSE,5.0
2115,6429,RSSOFTWARE-EQ,RSSOFTWARE,,-1.0,1,,NSE,5.0
2116,11634,SALSTEEL-EQ,SALSTEEL,,-1.0,1,,NSE,5.0
2117,8882,TNIDETF-EQ,TNIDETF,,-1.0,1,,NSE,1.0
2118,6863,BAJAJHCARE-EQ,BAJAJHCARE,,-1.0,1,,NSE,5.0
2123,14003,ZEEMEDIA-EQ,ZEEMEDIA,,-1.0,1,,NSE,5.0
2124,11256,JAIBALAJI-EQ,JAIBALAJI,,-1.0,1,,NSE,5.0
2133,6964,GOCOLORS-EQ,GOCOLORS,,-1.0,1,,NSE,5.0
2134,578,LIKHITHA-EQ,LIKHITHA,,-1.0,1,,NSE,5.0
2135,3721,TATACOMM-EQ,TATACOMM,,-1.0,1,,NSE,5.0
2137,9392,LANCER-EQ,LANCER,,-1.0,1,,NSE,5.0
2139,8727,SHAILY-EQ,SHAILY,,-1.0,1,,NSE,5.0
2141,5900,AXISBANK-EQ,AXISBANK,,-1.0,1,,NSE,5.0
2148,6606,DSPNEWETF-EQ,DSPNEWETF,,-1.0,1,,NSE,1.0
2149,1594,INFY-EQ,INFY,,-1.0,1,,NSE,5.0
2151,21541,JUBLINDS-EQ,JUBLINDS,,-1.0,1,,NSE,5.0
2158,4503,MPHASIS-EQ,MPHASIS,,-1.0,1,,NSE,5.0
2167,4671,JSWISPL-EQ,JSWISPL,,-1.0,1,,NSE,5.0
2187,18679,HPL-EQ,HPL,,-1.0,1,,NSE,5.0
2189,7276,UDAICEMENT-EQ,UDAICEMENT,,-1.0,1,,NSE,5.0
2190,13816,DAAWAT-EQ,DAAWAT,,-1.0,1,,NSE,5.0
2191,5054,GRINFRA-EQ,GRINFRA,,-1.0,1,,NSE,5.0
2193,2331,JAYNECOIND-EQ,JAYNECOIND,,-1.0,1,,NSE,5.0
2200,11435,SPANDANA-EQ,SPANDANA,,-1.0,1,,NSE,5.0
2203,9756,EMUDHRA-EQ,EMUDHRA,,-1.0,1,,NSE,5.0
2210,14440,NAHARSPING-EQ,NAHARSPING,,-1.0,1,,NSE,5.0
2214,14450,IBREALEST-EQ,IBREALEST,,-1.0,1,,NSE,5.0
2217,25492,ONELIFECAP-EQ,ONELIFECAP,,-1.0,1,,NSE,5.0
2222,8469,MITCON-EQ,MITCON,,-1.0,1,,NSE,5.0
2226,13810,GREENPANEL-EQ,GREENPANEL,,-1.0,1,,NSE,5.0
2234,17635,ZYDUSWELL-EQ,ZYDUSWELL,,-1.0,1,,NSE,5.0
2235,27008,HEXATRADEX-EQ,HEXATRADEX,,-1.0,1,,NSE,5.0
2242,5475,GRSE-EQ,GRSE,,-1.0,1,,NSE,5.0
2243,4684,SONACOMS-EQ,SONACOMS,,-1.0,1,,NSE,5.0
2244,703,DICIND-EQ,DICIND,,-1.0,1,,NSE,5.0
2245,17704,QUESS-EQ,QUESS,,-1.0,1,,NSE,5.0
2247,13421,EMKAY-EQ,EMKAY,,-1.0,1,,NSE,5.0
2250,1597,INGERRAND-EQ,INGERRAND,,-1.0,1,,NSE,5.0
2259,24292,VSTTILLERS-EQ,VSTTILLERS,,-1.0,1,,NSE,5.0
2260,4007,CORALFINAC-EQ,CORALFINAC,,-1.0,1,,NSE,5.0
2263,1164,NEWGEN-EQ,NEWGEN,,-1.0,1,,NSE,5.0
2265,13342,VAKRANGEE-EQ,VAKRANGEE,,-1.0,1,,NSE,5.0
2266,14314,TTL-EQ,TTL,,-1.0,1,,NSE,5.0
2270,2912,RIIL-EQ,RIIL,,-1.0,1,,NSE,5.0
2273,3834,BHARATRAS-EQ,BHARATRAS,,-1.0,1,,NSE,5.0
2274,2259,MOREPENLAB-EQ,MOREPENLAB,,-1.0,1,,NSE,5.0
2275,13400,BHAGERIA-EQ,BHAGERIA,,-1.0,1,,NSE,5.0
2282,13072,IIFLSEC-EQ,IIFLSEC,,-1.0,1,,NSE,5.0
2283,10599,GUJGASLTD-EQ,GUJGASLTD,,-1.0,1,,NSE,5.0
